Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Kyrgyz Republic,KGZ,Government Effectiveness: Estimate,GE.EST,-0.6379873,-0.649578,-0.6522024,-0.8659378,-0.9147314,-0.8957096,-0.7085057,-0.6072606,-0.6816202,-0.5401577
Kyrgyz Republic,KGZ,Rule of Law: Estimate,RL.EST,-1.19029,-1.129424,-1.109251,-0.9270172,-0.9893041,-1.023083,-0.9245595,-0.9044659,-0.8861678,-0.9265748
Lao PDR,LAO,Control of Corruption: Estimate,CC.EST,-1.177121,-1.019289,-0.9337132,-0.8490463,-0.9117131,-0.952299,-0.9369708,-0.9758381,-1.05815,-1.068325
Lao PDR,LAO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0580072,0.033739,0.0674439,0.498693,0.541362,0.5322913,0.3966877,0.4081254,0.5163149,0.6778482
Lao PDR,LAO,Regulatory Quality: Estimate,RQ.EST,-0.9776725,-0.81996,-0.8398464,-0.8496193,-0.8064563,-0.7248681,-0.7200474,-0.7734566,-0.7129982,-0.8009471
Lao PDR,LAO,Voice and Accountability: Estimate,VA.EST,-1.678506,-1.643571,-1.649452,-1.73322,-1.753515,-1.759197,-1.751465,-1.752665,-1.816531,-1.795886
Lao PDR,LAO,Government Effectiveness: Estimate,GE.EST,-0.8338407,-0.8377884,-0.7303624,-0.4157525,-0.5108117,-0.3983734,-0.3854913,-0.6694068,-0.7853428,-0.7660105
Lao PDR,LAO,Rule of Law: Estimate,RL.EST,-1.000485,-0.8515942,-0.8003266,-0.751461,-0.7987957,-0.7960193,-0.8810804,-0.8390376,-0.9408555,-0.8496245
Latvia,LVA,Control of Corruption: Estimate,CC.EST,0.2866878,0.245277,0.3284764,0.415496,0.4684148,0.4312085,0.5382369,0.3294219,0.5117261,0.7226007
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3200021,0.4536267,0.5936353,0.4872684,0.4437472,0.4790692,0.4622171,0.4073735,0.4434652,0.4600297
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,0.9598081,1.016595,1.043866,1.171654,1.0888,1.080243,1.157015,1.142373,1.192789,1.187873
Latvia,LVA,Voice and Accountability: Estimate,VA.EST,0.7367753,0.7755156,0.7704234,0.8494349,0.8465344,0.8425509,0.7974426,0.7824228,0.8571491,0.8720494
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,0.6980593,0.8383234,0.8890542,0.9583764,1.089124,1.004884,0.9060058,1.041863,1.104713,0.8822721
Latvia,LVA,Rule of Law: Estimate,RL.EST,0.7469991,0.7854376,0.7677668,0.8723073,0.7944799,0.9590222,0.9347311,0.9570854,1.014091,0.9567372
Lebanon,LBN,Control of Corruption: Estimate,CC.EST,-0.9026303,-0.8693703,-0.9238791,-1.037238,-0.8838731,-0.9650525,-1.000149,-1.098323,-1.13634,-1.145127
Lebanon,LBN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.558288,-1.664812,-1.690353,-1.697941,-1.702587,-1.618973,-1.627562,-1.629085,-1.672521,-1.645608
Lebanon,LBN,Regulatory Quality: Estimate,RQ.EST,-0.0588083,-0.1176805,-0.0763563,-0.2503474,-0.2948107,-0.3431615,-0.3062975,-0.3667725,-0.425267,-0.6311523
Lebanon,LBN,Voice and Accountability: Estimate,VA.EST,-0.390134,-0.3858334,-0.4049813,-0.4203074,-0.4625495,-0.5196985,-0.5761529,-0.5197493,-0.5154753,-0.5581721
Lebanon,LBN,Government Effectiveness: Estimate,GE.EST,-0.2660961,-0.3468705,-0.3954641,-0.3759474,-0.4745394,-0.5386534,-0.5159393,-0.7181444,-0.8334518,-1.169724
Lebanon,LBN,Rule of Law: Estimate,RL.EST,-0.6909853,-0.7509995,-0.7757403,-0.7663509,-0.8257188,-0.8306962,-0.8235857,-0.7975594,-0.8583319,-0.9043815
Lesotho,LSO,Control of Corruption: Estimate,CC.EST,0.1513585,0.1212722,0.2756626,0.1906282,0.0626723,-0.0224305,-0.0346408,-0.0977979,-0.048972,-0.0859292
Lesotho,LSO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3839408,0.2741991,0.3380743,-0.332812,-0.3084288,-0.2364652,-0.1866985,-0.1785933,-0.4215104,-0.334338
Lesotho,LSO,Regulatory Quality: Estimate,RQ.EST,-0.6056187,-0.5237986,-0.3541136,-0.4116735,-0.3962424,-0.3875899,-0.320848,-0.5002583,-0.5353864,-0.5658796
Lesotho,LSO,Voice and Accountability: Estimate,VA.EST,-0.0892456,0.0723329,0.1202671,0.1619705,0.1146948,-0.012435,-0.0085785,0.0013654,0.0059878,0.0023245
Lesotho,LSO,Government Effectiveness: Estimate,GE.EST,-0.3093124,-0.3755269,-0.4174487,-0.5556495,-0.6727694,-0.8019623,-0.851104,-0.857762,-0.8326482,-0.9123116
Lesotho,LSO,Rule of Law: Estimate,RL.EST,-0.251942,-0.2448348,-0.202038,-0.2099166,-0.1740476,-0.1684017,-0.2799313,-0.3346602,-0.3802158,-0.4566434
Liberia,LBR,Control of Corruption: Estimate,CC.EST,-0.6711658,-0.5985078,-0.7103979,-0.7714449,-0.6454833,-0.7214805,-0.6652668,-0.849687,-0.8906205,-0.8733276
Liberia,LBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.4273703,-0.4844765,-0.4755071,-0.6154496,-0.8180257,-0.4374078,-0.333085,-0.2117113,-0.3314337,-0.3696544
Liberia,LBR,Regulatory Quality: Estimate,RQ.EST,-1.091914,-1.050237,-0.9119042,-0.8632321,-0.8650306,-0.9484934,-0.9444501,-0.9590582,-0.9789841,-1.002027
Liberia,LBR,Voice and Accountability: Estimate,VA.EST,-0.2563505,-0.3066162,-0.3873227,-0.2758334,-0.2297582,-0.1044029,0.0455138,-0.0278313,-0.0721408,-0.0758209
Liberia,LBR,Government Effectiveness: Estimate,GE.EST,-1.250987,-1.17379,-1.385219,-1.343677,-1.357274,-1.278961,-1.334823,-1.33557,-1.374943,-1.409893
Liberia,LBR,Rule of Law: Estimate,RL.EST,-0.9273059,-0.8873593,-0.8790834,-0.8058971,-0.8566647,-0.9453741,-0.949563,-0.9896947,-0.9952623,-1.025773
Libya,LBY,Control of Corruption: Estimate,CC.EST,-1.30196,-1.363633,-1.481537,-1.565043,-1.617222,-1.6265,-1.590597,-1.550889,-1.602725,-1.620082
Libya,LBY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.287379,-1.58696,-1.844077,-2.353407,-2.196628,-2.28333,-2.362226,-2.444217,-2.568074,-2.47725
Libya,LBY,Regulatory Quality: Estimate,RQ.EST,-1.538268,-1.6565,-1.85995,-2.120511,-2.232313,-2.274461,-2.214244,-2.28391,-2.347087,-2.321581
Libya,LBY,Voice and Accountability: Estimate,VA.EST,-1.594412,-0.900742,-0.9716001,-1.113726,-1.341629,-1.430081,-1.44333,-1.537514,-1.474824,-1.382527
Libya,LBY,Government Effectiveness: Estimate,GE.EST,-1.312253,-1.474285,-1.471526,-1.692159,-1.653304,-1.891865,-1.773762,-1.850327,-1.922291,-2.009433
Libya,LBY,Rule of Law: Estimate,RL.EST,-1.200063,-1.137509,-1.336916,-1.508808,-1.629307,-1.817025,-1.785457,-1.785743,-1.84853,-1.969586
Liechtenstein,LIE,Control of Corruption: Estimate,CC.EST,1.811561,1.800991,1.841098,2.081756,2.065033,2.042684,2.059929,2.007752,1.968458,1.997708
Liechtenstein,LIE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.49058,1.3892,1.397172,1.458862,1.45784,1.477927,1.481363,1.475574,1.615636,1.698112
Liechtenstein,LIE,Regulatory Quality: Estimate,RQ.EST,1.502858,1.559538,1.580631,1.428384,1.389856,1.372598,1.496659,1.529928,1.540941,1.624495
Liechtenstein,LIE,Voice and Accountability: Estimate,VA.EST,1.563959,1.50603,1.486974,1.395747,1.38767,1.250354,1.279127,1.285558,1.229754,1.263847
Liechtenstein,LIE,Government Effectiveness: Estimate,GE.EST,1.770185,1.789409,1.754696,1.70515,1.688701,1.705361,1.767772,1.737858,1.696419,1.824068
Liechtenstein,LIE,Rule of Law: Estimate,RL.EST,1.619308,1.601808,1.585338,1.743652,1.685766,1.688802,1.678719,1.67814,1.679649,1.763238
Lithuania,LTU,Control of Corruption: Estimate,CC.EST,0.3271469,0.3937826,0.4260833,0.5590028,0.6179315,0.7138903,0.5561545,0.4986132,0.6983815,0.8082245
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6712003,0.7862099,0.9645323,0.7421364,0.759794,0.82828,0.7757972,0.7410422,0.7798127,0.8669418
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,0.9313331,1.123943,1.154193,1.193723,1.277035,1.136219,1.15865,1.101966,1.157465,1.088133
Lithuania,LTU,Voice and Accountability: Estimate,VA.EST,0.8605259,0.9295096,0.9400197,0.9615911,0.97391,1.000032,0.9865081,0.8916961,0.9963757,1.007341
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,0.7037199,0.8332841,0.8317525,0.9824842,1.184609,1.069675,0.9675964,1.070827,1.043069,1.05881
Lithuania,LTU,Rule of Law: Estimate,RL.EST,0.7749324,0.8503729,0.8359193,0.9391028,1.007931,1.029407,0.9961067,0.9574602,1.023039,0.9938994
Luxembourg,LUX,Control of Corruption: Estimate,CC.EST,2.159919,2.122159,2.123224,2.073477,2.09734,2.09683,1.988933,2.087758,2.112312,2.057724
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.317427,1.331919,1.335248,1.378324,1.439398,1.419485,1.326013,1.362696,1.349191,1.233051
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,1.865481,1.767417,1.780547,1.630896,1.658029,1.722079,1.694264,1.757189,1.70002,1.842214
Luxembourg,LUX,Voice and Accountability: Estimate,VA.EST,1.604539,1.649901,1.631096,1.554682,1.54681,1.500275,1.521881,1.530788,1.493552,1.502643
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,1.748345,1.671921,1.630086,1.654395,1.723728,1.69186,1.685967,1.777066,1.733296,1.842216
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,1.833121,1.798814,1.816194,1.906429,1.874508,1.760503,1.742432,1.810989,1.793767,1.794463
"Macao SAR, China",MAC,Control of Corruption: Estimate,CC.EST,0.4406993,0.4248589,0.5534211,0.8488348,0.6120387,0.8462322,0.6444919,0.7163699,0.7046384,0.8041035
"Macao SAR, China",MAC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6077605,0.6287856,0.7577229,1.206169,1.202256,1.417062,1.430736,1.253313,1.238523,1.154982
"Macao SAR, China",MAC,Regulatory Quality: Estimate,RQ.EST,1.337743,1.355734,1.34744,1.73222,1.77244,1.781477,1.759938,1.612415,1.627207,1.737686
"Macao SAR, China",MAC,Voice and Accountability: Estimate,VA.EST,0.6061164,-0.2432214,-0.2676533,-0.3305532,-0.0673605,-0.0613461,-0.0545626,-0.0755824,-0.3249116,-0.2872309
"Macao SAR, China",MAC,Government Effectiveness: Estimate,GE.EST,1.331785,1.093587,1.064258,1.468381,1.449664,1.181818,1.383404,1.202872,1.169075,1.129532
"Macao SAR, China",MAC,Rule of Law: Estimate,RL.EST,0.692861,0.6526604,0.6435967,0.9518453,0.9235585,0.855765,0.85168,1.009867,0.9189487,0.8489459
Madagascar,MDG,Control of Corruption: Estimate,CC.EST,-0.4793136,-0.665142,-0.7537845,-0.8404021,-0.851395,-0.9071575,-1.050658,-0.9992472,-1.01278,-0.9716038
Madagascar,MDG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7055859,-0.536137,-0.6599934,-0.5572358,-0.4273629,-0.2900946,-0.3012818,-0.5794187,-0.3206965,-0.4554836
Madagascar,MDG,Regulatory Quality: Estimate,RQ.EST,-0.5281697,-0.5632995,-0.6486014,-0.6921741,-0.7651789,-0.6897418,-0.6926262,-0.7339826,-0.7298915,-0.7433639
Madagascar,MDG,Voice and Accountability: Estimate,VA.EST,-0.879346,-0.8832707,-0.7633572,-0.5003059,-0.3806086,-0.3154095,-0.3442534,-0.3278802,-0.2430632,-0.2750431
Madagascar,MDG,Government Effectiveness: Estimate,GE.EST,-1.032401,-1.089161,-1.131513,-1.299935,-1.285814,-1.167774,-1.135797,-1.150132,-1.142615,-1.001948
Madagascar,MDG,Rule of Law: Estimate,RL.EST,-0.8879725,-0.9060778,-0.9128757,-0.7402294,-0.6873299,-0.8136014,-0.8593844,-0.813552,-1.008889,-0.8828606
Malawi,MWI,Control of Corruption: Estimate,CC.EST,-0.4169114,-0.4716568,-0.6072341,-0.751119,-0.7666516,-0.7565478,-0.6589844,-0.7400823,-0.7845694,-0.395084
Malawi,MWI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0729127,-0.0026862,-0.2058098,0.0810932,0.0318961,-0.1134786,-0.251164,-0.4323802,-0.2801754,-0.2371846
Malawi,MWI,Regulatory Quality: Estimate,RQ.EST,-0.7004287,-0.7030605,-0.6850817,-0.8000299,-0.8180815,-0.8448486,-0.7469076,-0.6789179,-0.7013465,-0.7217206
Malawi,MWI,Voice and Accountability: Estimate,VA.EST,-0.2454195,-0.2060844,-0.178754,-0.0642981,-0.0040275,-0.0292566,-0.0300397,-0.0827839,-0.1179386,-0.034748
Malawi,MWI,Government Effectiveness: Estimate,GE.EST,-0.4254067,-0.4786897,-0.4801768,-0.6285936,-0.6664509,-0.7261133,-0.6580487,-0.7272929,-0.7496988,-0.7944295
Malawi,MWI,Rule of Law: Estimate,RL.EST,-0.1550389,-0.2187076,-0.1623422,-0.2864597,-0.3069656,-0.3754695,-0.3730442,-0.3782848,-0.3310178,-0.2671367
Malaysia,MYS,Control of Corruption: Estimate,CC.EST,0.0295228,0.2374538,0.3502346,0.4112889,0.2352521,0.09614,0.0590311,0.3161213,0.2520592,0.2494959
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0774098,-0.0052124,0.0517916,0.2666191,0.2589576,0.1368246,0.1164103,0.2515688,0.1438768,0.1216756
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,0.5820687,0.5704837,0.636703,0.8377209,0.7526733,0.7117952,0.7246627,0.6988706,0.6732683,0.7720808
Malaysia,MYS,Voice and Accountability: Estimate,VA.EST,-0.4748749,-0.3465392,-0.3396792,-0.3603031,-0.3914768,-0.4169864,-0.3988987,-0.1071984,-0.0490037,-0.148041
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,1.021066,0.9197366,0.9998574,1.114984,0.948642,0.8654159,0.8348417,1.075026,0.9974676,1.041389
Malaysia,MYS,Rule of Law: Estimate,RL.EST,0.4786735,0.4650094,0.435685,0.5882153,0.5018221,0.4991277,0.4976971,0.6233432,0.5916137,0.6586787
Maldives,MDV,Control of Corruption: Estimate,CC.EST,-0.5548047,-0.7027921,-0.7475998,-0.3765603,-0.4793919,-0.666067,-0.7923263,-0.8770269,-0.2628275,-0.3392963
Maldives,MDV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.2426302,-0.3651715,0.1250374,0.6790962,0.4206715,0.4209928,0.2320411,0.0897951,0.0320022,0.4120386
Maldives,MDV,Regulatory Quality: Estimate,RQ.EST,-0.3682638,-0.3797219,-0.4310798,-0.3442715,-0.4149505,-0.457905,-0.4215108,-0.4773244,-0.4793369,-0.4917062
Maldives,MDV,Voice and Accountability: Estimate,VA.EST,-0.1566404,-0.4686553,-0.4596337,-0.3722163,-0.5179127,-0.7330201,-0.7411916,-0.6811517,-0.4633412,-0.3303811
Maldives,MDV,Government Effectiveness: Estimate,GE.EST,-0.3059395,-0.2152527,-0.3224895,-0.362095,-0.3761196,-0.3215832,-0.4604082,-0.4691004,-0.1961802,-0.1140211
Maldives,MDV,Rule of Law: Estimate,RL.EST,-0.5539944,-0.5417812,-0.7466669,-0.5302707,-0.5763371,-0.4077393,-0.6224615,-0.5461846,-0.4102152,-0.3330472
Mali,MLI,Control of Corruption: Estimate,CC.EST,-0.6385769,-0.8253469,-0.7859337,-0.7453758,-0.6829015,-0.6546673,-0.6438546,-0.6985629,-0.6989095,-0.7787145
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7083797,-2.034329,-1.722162,-1.713989,-1.685664,-1.617233,-1.906901,-2.088723,-2.201104,-2.147444
Mali,MLI,Regulatory Quality: Estimate,RQ.EST,-0.3982912,-0.4108,-0.4960637,-0.6023568,-0.577987,-0.5908752,-0.5714288,-0.5553012,-0.5732464,-0.6080129
Mali,MLI,Voice and Accountability: Estimate,VA.EST,0.1678998,-0.4955301,-0.284508,-0.1614028,-0.1979333,-0.231505,-0.2511968,-0.3333918,-0.4356304,-0.7305844
Mali,MLI,Government Effectiveness: Estimate,GE.EST,-0.8222885,-0.9968629,-0.9032194,-1.099662,-0.9312568,-0.992825,-0.9337433,-1.003172,-1.056115,-1.15448
Mali,MLI,Rule of Law: Estimate,RL.EST,-0.501035,-0.6711566,-0.7491709,-0.6443965,-0.7352581,-0.7823546,-0.7780491,-0.797424,-0.8342971,-0.9234388
Malta,MLT,Control of Corruption: Estimate,CC.EST,0.7660921,0.9428987,0.9834903,0.851918,0.9007232,0.7212987,0.7422087,0.5806578,0.2399035,0.3712346
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.063937,1.065075,1.042758,1.125497,1.063939,1.080441,1.249405,1.283979,1.024583,0.9510368
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,1.339909,1.327936,1.298451,1.083089,1.168855,1.156792,1.284921,1.336544,0.9557325,1.219251
Malta,MLT,Voice and Accountability: Estimate,VA.EST,1.143347,1.165388,1.156572,1.184266,1.202808,1.196372,1.171127,1.090269,1.081705,1.1215
Malta,MLT,Government Effectiveness: Estimate,GE.EST,1.195233,1.247823,1.257979,1.028201,0.8501189,0.9554117,1.006662,0.9671637,0.8581186,1.039465
Malta,MLT,Rule of Law: Estimate,RL.EST,1.286783,1.344915,1.332989,1.193569,1.135466,0.9978037,1.147332,1.054074,0.9523847,0.9162602
Marshall Islands,MHL,Control of Corruption: Estimate,CC.EST,-0.3320265,-0.2639839,-0.0377923,-0.107671,-0.1150457,-0.0510468,-0.0533027,-0.0780323,-0.0471655,-0.027704
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.061804,1.0264,1.054115,0.9895858,0.9194738,0.2077492,0.8745483,0.7296695,0.755262,0.5895172
Marshall Islands,MHL,Regulatory Quality: Estimate,RQ.EST,-1.004596,-1.047201,-1.088059,-0.9499308,-1.121721,-0.9765467,-1.028267,-1.156026,-1.117219,-1.103951
Marshall Islands,MHL,Voice and Accountability: Estimate,VA.EST,1.129664,1.103286,1.186989,1.154828,1.178826,1.191461,1.189854,0.9293782,1.129077,1.136699
Marshall Islands,MHL,Government Effectiveness: Estimate,GE.EST,-1.46187,-1.440469,-1.566291,-1.559072,-1.60135,-1.56623,-1.530098,-1.485737,-1.471939,-1.406187
Marshall Islands,MHL,Rule of Law: Estimate,RL.EST,0.1230095,0.0284789,0.1330848,-0.2221721,-0.2127134,-0.0982721,0.092149,-0.0482662,-0.0309545,0.0045259
Martinique,MTQ,Control of Corruption: Estimate,CC.EST,0.798558,0.787239,0.7853802,1.225432,1.218931,1.228804,1.245126,1.239041,1.234696,0.6787988
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6189699,0.5815817,0.6266679,0.9138978,0.983049,0.9996701,1.001911,0.9761723,0.7732932,0.628841
Martinique,MTQ,Regulatory Quality: Estimate,RQ.EST,0.8811754,0.8455312,0.8467881,1.237166,1.283185,1.23882,1.209727,1.193258,1.228282,0.9409034
Martinique,MTQ,Voice and Accountability: Estimate,VA.EST,0.5597838,0.5752363,0.5621245,..,..,..,..,..,..,..
Martinique,MTQ,Government Effectiveness: Estimate,GE.EST,0.7412524,0.7471921,0.7527684,0.6966352,0.7470697,0.796841,1.113619,1.107289,1.088741,0.9790366
Martinique,MTQ,Rule of Law: Estimate,RL.EST,0.8368055,0.8403974,0.8481843,0.0187731,-0.0393401,0.8654476,0.8736399,0.876514,0.6006506,0.6886193
Mauritania,MRT,Control of Corruption: Estimate,CC.EST,-0.628108,-0.7825409,-0.8334494,-0.9275517,-0.9234288,-0.7390987,-0.7546754,-0.8045963,-0.861761,-0.805144
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.173679,-1.133992,-1.014761,-0.5895084,-0.6378012,-0.7469677,-0.6269363,-0.6292259,-0.5687606,-0.75134
Mauritania,MRT,Regulatory Quality: Estimate,RQ.EST,-0.7813443,-0.6368836,-0.654506,-0.8066694,-0.8694826,-0.7430018,-0.774446,-0.8109413,-0.7590866,-0.8073273
Mauritania,MRT,Voice and Accountability: Estimate,VA.EST,-0.9275963,-0.9109163,-0.9594198,-0.8954228,-0.8878872,-0.7726986,-0.7999724,-0.8730026,-0.7999771,-0.8404648
Mauritania,MRT,Government Effectiveness: Estimate,GE.EST,-0.9495401,-0.9096832,-0.9990028,-0.992057,-1.027109,-0.772055,-0.7247853,-0.7268553,-0.4983791,-0.7722083
Mauritania,MRT,Rule of Law: Estimate,RL.EST,-0.9152062,-0.9174281,-0.9985012,-0.8604733,-0.8661402,-0.7266173,-0.6009516,-0.6840196,-0.5825586,-0.5869273
Mauritius,MUS,Control of Corruption: Estimate,CC.EST,0.5369061,0.3033483,0.2926931,0.351498,0.294224,0.203452,0.2422777,0.2681797,0.2955124,0.4738657
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9464994,0.9713124,0.9448017,0.6679659,0.9986154,1.013187,0.9711304,0.8687,0.8092755,0.8893682
Mauritius,MUS,Regulatory Quality: Estimate,RQ.EST,0.8378959,0.9906248,0.9399689,1.12727,1.091458,1.029757,1.028536,1.018246,0.9961087,1.126
Mauritius,MUS,Voice and Accountability: Estimate,VA.EST,0.7957318,0.880853,0.9286816,0.9408962,0.8271071,0.8200555,0.7901566,0.7289586,0.7807095,0.7444666
Mauritius,MUS,Government Effectiveness: Estimate,GE.EST,0.8733371,0.9815608,0.8819467,1.043479,1.056674,0.9607887,0.9236993,0.873037,0.8703991,0.8660755
Mauritius,MUS,Rule of Law: Estimate,RL.EST,0.9015704,0.9749181,0.9499816,0.9127631,0.8552022,0.7516838,0.7352318,0.7786068,0.7642585,0.9225383
Mexico,MEX,Control of Corruption: Estimate,CC.EST,-0.4020927,-0.4118761,-0.5118592,-0.7616946,-0.7660108,-0.7194722,-0.8388868,-0.8548902,-0.8269345,-0.8476247
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6677686,-0.6624542,-0.7142238,-0.8539188,-0.7986991,-0.6290694,-0.7974465,-0.648208,-0.8369034,-0.8500293
Mexico,MEX,Regulatory Quality: Estimate,RQ.EST,0.2799248,0.4771238,0.4689431,0.4259591,0.3577256,0.2871219,0.2787054,0.1582261,0.1037782,0.0767781
Mexico,MEX,Voice and Accountability: Estimate,VA.EST,0.1216919,0.1127453,0.1083923,0.0003161,-0.075359,-0.0675288,-0.077843,-0.0166965,0.0079715,-0.0355823
Mexico,MEX,Government Effectiveness: Estimate,GE.EST,0.3078211,0.342507,0.3453087,0.1959124,0.2092917,0.1316671,0.0510241,-0.1576219,-0.156787,-0.1550609
Mexico,MEX,Rule of Law: Estimate,RL.EST,-0.5491861,-0.5340595,-0.5445455,-0.4229218,-0.4471673,-0.5563735,-0.5586059,-0.6365064,-0.6580054,-0.670108
"Micronesia, Fed. Sts.",FSM,Control of Corruption: Estimate,CC.EST,-0.3445338,-0.1481447,-0.2044475,0.7686412,0.6807384,0.6546528,0.7213003,0.7007195,0.7507071,0.8805574
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.101389,1.15087,1.102859,0.9845507,1.035154,1.057582,1.178782,1.168875,1.108845,1.075389
"Micronesia, Fed. Sts.",FSM,Regulatory Quality: Estimate,RQ.EST,-0.8908712,-0.9492707,-0.9383808,-1.033337,-0.9827493,-0.9661163,-0.9869629,-0.9650339,-0.9604086,-0.9548313
"Micronesia, Fed. Sts.",FSM,Voice and Accountability: Estimate,VA.EST,0.9971792,0.9777064,0.9965723,1.110942,1.134735,1.147597,1.146132,1.112811,1.146457,1.128635
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Estimate,GE.EST,-0.7549848,-0.6433704,-0.5713717,-0.4979578,-0.3972601,-0.3351288,0.0467935,-0.1060019,-0.1926782,-0.0826501
"Micronesia, Fed. Sts.",FSM,Rule of Law: Estimate,RL.EST,-0.0612899,-0.0155272,0.0652919,-0.2810299,-0.295624,-0.050868,-0.0229299,-0.0299164,0.0246855,0.0900509
Moldova,MDA,Control of Corruption: Estimate,CC.EST,-0.6201954,-0.6137595,-0.7544627,-0.8506122,-0.9113645,-0.9515415,-0.7984232,-0.7188478,-0.6431275,-0.5742558
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0492937,0.0464905,0.0008086,-0.1589878,-0.3274402,-0.3035599,-0.3189894,-0.4044816,-0.3932399,-0.4173256
Moldova,MDA,Regulatory Quality: Estimate,RQ.EST,-0.0842205,-0.1027179,-0.0732874,0.0194689,-0.0662931,-0.1148862,-0.0374159,-0.0308212,0.0097272,0.0425393
Moldova,MDA,Voice and Accountability: Estimate,VA.EST,0.0495045,-0.0344261,-0.0713248,0.0115453,0.028593,-0.0090996,-0.0167025,-0.116711,-0.1000074,-0.0474039
Moldova,MDA,Government Effectiveness: Estimate,GE.EST,-0.6182617,-0.5679942,-0.4093272,-0.4188458,-0.654941,-0.6270108,-0.5249389,-0.4668742,-0.3837529,-0.4556413
Moldova,MDA,Rule of Law: Estimate,RL.EST,-0.3313408,-0.3247556,-0.3721918,-0.2479306,-0.3535252,-0.4951432,-0.4170845,-0.4115042,-0.3727618,-0.410875
Monaco,MCO,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.042409,1.048162,1.056244,1.023348,0.9918019,1.014577,1.630338,1.608017,1.57937,0.87713
Monaco,MCO,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Voice and Accountability: Estimate,VA.EST,0.8020487,0.7968699,0.8198217,0.9939128,1.017158,0.8368907,0.8364292,0.6311111,0.6580359,0.6734195
Monaco,MCO,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Rule of Law: Estimate,RL.EST,0.9469467,0.9326306,0.9354027,..,..,..,..,..,..,..
Mongolia,MNG,Control of Corruption: Estimate,CC.EST,-0.6920758,-0.535103,-0.4790803,-0.4737496,-0.4916313,-0.4870812,-0.454145,-0.4238776,-0.4290292,-0.463969
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6065389,0.4711348,0.4913208,0.7919012,0.7163844,0.7977929,0.7889858,0.8336846,0.6343787,0.793758
Mongolia,MNG,Regulatory Quality: Estimate,RQ.EST,-0.2219121,-0.2068852,-0.3235871,-0.2714638,-0.3505109,-0.0763125,-0.1161962,0.0233944,-0.0118551,-0.0923367
Mongolia,MNG,Voice and Accountability: Estimate,VA.EST,0.0520602,0.065475,0.1089555,0.2414446,0.270258,0.3327664,0.293299,0.2365272,0.3237541,0.3791947
